words,urlDrugName,effectiveness,sideEffects,rating
feel better overall# not felling dizzy and able to drive safely # frequent headaches are gone# able to concentrate on work and family# better vision at night time,allegra,1.0,1.0,8.0
It seemed to relax me# which reduced some of the muscle pain that I had been having.  It seemed to slightly reduce the nerve pain# but not enough to warrant taking it long-term.  Other than that# I did not notice benefits specific to my fibromyalgia symptoms.  It did seem to neutralize my feelings however.  I could not experience deep sadness.  So# I can see how it would help with people suffering from depression.,cymbalta,4.0,1.0,5.0
Strattera seemed to give me some energy and focus for a few hours.  However# about 5-6 hours after taking the pill# I get sleepy and groggy.  I have never taken a stimulant (newly diagnosed ADD)# but this sounds familiar to the "crash" I hear people talking about.  So far the sleepiness and fatigue are out-weighing the benefits of this drug for me.,strattera,4.0,4.0,3.0
The treatment Benefits included feeling less anxiety# stress and pressure in many social situations. I felt less irritable and more willing and open for change. I had been feeling very down on myself and �lost� in terms of my emotional well being and stability. I had been feeling a lot of pressure and like I didn�t fit in in many situations. I also felt that many things in life were hard- even small things like showering or brushing my teeth. Taking this medication helped me to overcome those feelings and be able to do everyday things without seeing them as such a challenge. It stabilized my mood as well so I wasn�t experiencing major irritability# intense frustration or anger.,paxil,3.0,4.0,6.0
reduced acne and refined skin texture. Helped to prevent new breakouts to a certain extent.,differin,1.0,4.0,6.0
For the treatment of insomnia# this drug induced sleepiness immediately after ingestion which was a tempory and necessary goal of the drug.,ambien,1.0,1.0,9.0
I had been having abdominal pain for quites some time which was diagnosed as h-pylorybacter.  I started taking the Biaxin as pary of Prevpac.  In about 3 days# I noticed that the pain was lessening and I was feeling less run down. I had been ill due to the condition being undiagnosed for about 5 months. The infection was clearing up,biaxin,2.0,5.0,1.0
Pain and heartburn from extreme acid reflux is well controlled# hypersensitivity to certain food is suppressed and Barrett's Esophagus has not progressed.,nexium,1.0,3.0,8.0
Reduced the acid reflux and heartburn that was present in the late evening hours. Overall# Nexium relieved me of acid reflux and heartburn.,nexium,1.0,3.0,8.0
Provigil energizes me which improves my ability to function. Without it# the fatigue I experience due to MS overwhelms me and renders me pretty much useless.,provigil,1.0,1.0,8.0
Requip has helped me sleep at night! no more horrible creepy crawley sensations... great medication!,requip,2.0,3.0,9.0
I could see a dramatic difference in my mood within 3 weeks!  I felt interested in all my hobbies again plus I was smiling and laughing more.  My doctor told me I could be the poster child for Paxil.  This drug made a remarkable improvement in my mild depressive state.  I recently (5 wks ago) underwent gastric bypass surgery.  The doctor that performed this surgery told me not to quit taking Paxil...it would be like losing my best friend.  I have had absolutely no depression after my surgery (which I understand is not common).  This drug is amazing!,paxil,2.0,1.0,10.0
Smoother skin with no pimples present. Lessening of fine lines. More even and radiant skin tone,retin-a,2.0,1.0,9.0
Increased my estrogen levels# started ovulating again# and after about 6 months my ovulation formed a predictable pattern with an ending menstrual period. It was an easy small sized capsule to swallow and did not break down in water. Once ovulation was kicked off and preganancy still did not occur# it allowed my obstetrician to focus on other possible problems.,clomid,1.0,4.0,8.0
I got much better in a few days.,levaquin,1.0,5.0,1.0
This medication was initially prescribed for pain management and was somewhat effective# but a new neurologist suggested incresing the dose as an addition to the anti-seizure medications that were not completely controlling my epilesy.  This addition finally got the seizures completely under control.,neurontin,2.0,3.0,8.0
Not very many at all. My Blood Pressure is still high sometimes. Doctor advice me not to increase dosis.But I am scared to stop the medication by myself and have serious health problems.,prinivil,4.0,2.0,2.0
Regularly reduced fasting blood glucose by 20-30 points,glucophage-xr,3.0,4.0,7.0
reduced risk of stroke,coumadin,3.0,2.0,4.0
reduction in white heads however I think I still need longer treatment to get rid of blackheads# I am hoping it will also help to slow down aging process. I must be carefull not to get pregnant as it might cause problems . I believe it is contraindicated in pregnancy. I am also using hydroxyquinolone for melasma. It started to provide results during 2nd month of treatment.,differin,3.0,3.0,6.0
The urinary tract infection which causing frequent urination and a lot of discomfort was completely cleared up after I took this drug.  This drug has been effective for me on more than one occasion.,septra,2.0,3.0,10.0
very beneficial. no issues or side effects and my monthly period became more normal versus very heavy bleeding. i'm still on the medication and will continue as directed until full menapause.,aygestin,2.0,3.0,9.0
infection# swelling and pain reduction with in 3 days,augmentin,2.0,1.0,9.0
Helps me to concentrate and focus for a more prolonged period of time than adderall xr 20mg. When taking adderall xr 20mg# I had a lot of side effects ranging from dry mouth to aggressive behavior. I was very irritable with adderall xr# but with Vyvanse I am not irritable at all as a symptom of the drug. I focus and concentrate much better# and for much longer# I have no symptoms. I feel more calm and more happy on Vyvanse.,vyvanse,2.0,3.0,10.0
When I took the medication as prescribed# If I were to smoke# I would feel sick to my stomach# it surpressed the thoughts of smoking# and the cravings.  As I have read# its not so much the nicotine# since I can sleep for 8 hours without craving nicotine# its the little voice in my head that tells me its time for my bad habit.  It also surpressed any craving for alcohol.,chantix,2.0,1.0,10.0
I'm just starting.I've been on it for a week now and i've lost 5 lbs.I'm also on my period right now.I'm not sure if that effects wieght loss or not.I have a bout 14 days left to be on it and then i will be taken off because of the side effects my doctor only put me on it for 21 days my goal is to lose atleast 7 lbs before im off.I will let you know how it goes!,adipex-p,4.0,1.0,5.0
I used it for six months and it worked like a charm.  Got through colds with out descending into sinus infections( the usual result).  Then it stopped working!  It has never worked again.  How sad.  Doctors had addicted me to nosespray in high school  The only other time I was symptom dree was when I was nursing.  This seemed like a godsend.  I wished it still worked',flonase,2.0,3.0,9.0
Detoxing effect by pushing out the system through the skin. Initially# toxins will come through skin in the form of acne/pus. Then# toxin is supposed to be expelled through bowel movement. The total duration treatment is 3 months.,accutane,1.0,2.0,7.0
The albuterol relieved the constriction# irritation and wheezing I experienced. It worked both as a preventive and as a curative measure for those symptoms. I have occasionally experienced exercise induced asthma (actually after I stop exercising) and taking the albuterol in advance helped alleviate that.,proair-hfa,2.0,3.0,10.0
Serve Acne has turned to middle,accutane,1.0,4.0,8.0
My overall mood# sense of well being# energy level was increased with better sleep pattern restored. I also noted improvement in my facial firmness and skin tone.,divigel,2.0,3.0,10.0
Up until 2 years ago# it worked really well on any scarring I had but in the past 2 years it's been irritating when I apply and it doesn't seem to work on the hyperpigmentation I now have.,claripel-cream,1.0,1.0,8.0
